  -1.0000000e+01   2.0000000e+01
  -9.5000000e+00   2.0984976e+01
  -9.0000000e+00   2.2168269e+01
  -8.5000000e+00   2.3517428e+01
  -8.0000000e+00   2.5000000e+01
  -7.5000000e+00   2.6718326e+01
  -7.0000000e+00   2.8710407e+01
  -6.5000000e+00   3.0847285e+01
  -6.0000000e+00   3.3000000e+01
  -5.5000000e+00   3.5200368e+01
  -5.0000000e+00   3.7500000e+01
  -4.5000000e+00   3.9799632e+01
  -4.0000000e+00   4.2000000e+01
  -3.5000000e+00   4.4236631e+01
  -3.0000000e+00   4.6513369e+01
  -2.5000000e+00   4.8533422e+01
  -2.0000000e+00   5.0000000e+01
  -1.5000000e+00   5.1082386e+01
  -1.0000000e+00   5.2045455e+01
  -5.0000000e-01   5.2735795e+01
   0.0000000e+00   5.3000000e+01
   5.0000000e-01   5.2735795e+01
   1.0000000e+00   5.2045455e+01
   1.5000000e+00   5.1082386e+01
   2.0000000e+00   5.0000000e+01
   2.5000000e+00   4.8533422e+01
   3.0000000e+00   4.6513369e+01
   3.5000000e+00   4.4236631e+01
   4.0000000e+00   4.2000000e+01
   4.5000000e+00   3.9799632e+01
   5.0000000e+00   3.7500000e+01
   5.5000000e+00   3.5200368e+01
   6.0000000e+00   3.3000000e+01
   6.5000000e+00   3.0847285e+01
   7.0000000e+00   2.8710407e+01
   7.5000000e+00   2.6718326e+01
   8.0000000e+00   2.5000000e+01
   8.5000000e+00   2.3517428e+01
   9.0000000e+00   2.2168269e+01
   9.5000000e+00   2.0984976e+01
   1.0000000e+01   2.0000000e+01
